DRUG,DOSE,ID,OBS,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YNAME,MDV,STUDY,SPECIES,SEX
Docetaxel,15,5113,1475,336,hours,0,0,.,.,0.2126,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5113,1195,432,hours,0,0,.,.,0.2126,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5113,887,552,hours,0,0,.,.,0.2126,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5114,888,-48,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5114,321,48,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5114,737,120,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5114,816,192,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5114,.,264,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,15,5114,.,336,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,15,5114,.,432,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,15,5114,398,552,hours,0,0,.,.,0.2039,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,819,-48,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,606,48,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,840,120,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,886,192,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,1641,264,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,.,336,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,15,5115,762,432,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5115,701,552,hours,0,0,.,.,0.219,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5116,976,-48,hours,0,0,.,.,0.2188,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5116,473,48,hours,0,0,.,.,0.2188,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5116,82,120,hours,0,0,.,.,0.2188,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,1043,-48,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,749,72,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,869,144,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,970,216,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,1662,288,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,1239,360,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,1059,480,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5117,1094,552,hours,0,0,.,.,0.2165,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,1013,-48,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,534,72,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,804,144,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,1210,216,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,1620,288,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,1171,360,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,631,480,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5118,658,552,hours,0,0,.,.,0.1952,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,926,-48,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,663,72,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,784,144,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,1129,216,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,1607,288,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,973,360,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,808,480,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5119,843,552,hours,0,0,.,.,0.2124,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,1031,-48,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,660,72,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,1108,144,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,1352,216,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,1229,288,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,1006,360,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,673,480,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,15,5120,12,552,hours,0,0,.,.,0.2081,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,981,-48,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,765,24,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,.,96,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,5,5121,1279,168,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,1106,240,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,1146,312,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,995,384,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5121,964,552,hours,0,0,.,.,0.1875,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,878,-48,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,783,24,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,952,96,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,1057,168,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,759,240,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,1013,312,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5122,.,384,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,5,5122,867,552,hours,0,0,.,.,0.2062,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,916,-48,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,938,24,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,823,96,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,1205,168,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,892,240,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,940,312,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,1154,384,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5123,954,552,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,961,-48,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,852,24,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,1153,96,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,1151,168,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,936,240,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,980,312,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,1086,384,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5124,954,552,hours,0,0,.,.,0.1993,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1052,-48,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,920,48,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1239,120,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1150,192,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1078,264,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1272,336,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1072,432,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5125,1051,552,hours,0,0,.,.,0.1915,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,928,-48,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,882,48,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,1186,120,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,1194,192,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,1047,264,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,1350,336,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,1123,432,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5126,1046,552,hours,0,0,.,.,0.1873,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,910,-48,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,567,48,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,1022,120,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,1126,192,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,1233,264,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,1231,336,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,1000,432,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5127,846,552,hours,0,0,.,.,0.2125,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,1061,-48,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,943,48,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,1246,120,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,1169,192,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,1069,264,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,1248,336,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,986,432,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5128,849,552,hours,0,0,.,.,0.1945,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,1041,-48,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,799,72,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,1199,144,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,1021,216,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,1228,288,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,1146,360,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,940,480,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5129,1025,552,hours,0,0,.,.,0.1838,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,.,-48,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,5,5130,867,72,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,1153,144,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,1079,216,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,974,288,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,1022,360,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,999,480,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5130,1011,552,hours,0,0,.,.,0.1912,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,879,-48,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,842,72,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,872,144,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,326,216,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,905,288,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,.,360,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,5,5131,901,480,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5131,918,552,hours,0,0,.,.,0.2075,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,757,-48,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,664,72,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,1177,144,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,1001,216,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,1019,288,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,1011,360,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,784,480,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,5,5132,878,552,hours,0,0,.,.,0.1949,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,863,-48,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,716,24,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,702,96,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,692,168,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,896,240,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,.,312,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,10,5133,1149,384,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5133,754,552,hours,0,0,.,.,0.1951,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,906,-48,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,664,24,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,475,96,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,613,168,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,1129,240,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,1648,312,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,1088,384,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5134,769,552,hours,0,0,.,.,0.2065,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,675,-48,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,876,24,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,642,96,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,632,168,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,1183,240,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,1328,312,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,1141,384,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5135,815,552,hours,0,0,.,.,0.1865,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,930,-48,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,839,24,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,749,96,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,908,168,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,1282,240,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,1355,312,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,985,384,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5136,1006,552,hours,0,0,.,.,0.1842,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,1020,-48,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,696,48,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,908,120,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,781,192,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,1369,264,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,1511,336,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,1123,432,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5137,1004,552,hours,0,0,.,.,0.2002,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,975,-48,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,648,48,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,800,120,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,811,192,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,.,264,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,10,5138,1251,336,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,1004,432,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5138,963,552,hours,0,0,.,.,0.1856,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,826,-48,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,600,48,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,716,120,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,691,192,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,1546,264,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,1347,336,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5139,939,432,hours,0,0,.,.,0.1942,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,1096,-48,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,762,48,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,.,120,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,1,0470-2008,Rat,Male
Docetaxel,10,5140,741,192,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,1796,264,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,1519,336,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,1123,432,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5140,1079,552,hours,0,0,.,.,0.204,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5141,819,-48,hours,0,0,.,.,0.2104,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5141,879,72,hours,0,0,.,.,0.2104,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5141,903,144,hours,0,0,.,.,0.2104,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5141,846,216,hours,0,0,.,.,0.2104,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5141,979,288,hours,0,0,.,.,0.2104,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
Docetaxel,10,5141,862,360,hours,0,0,.,.,0.2104,10^3/mcL,4,Platelets ,0,0470-2008,Rat,Male
